,id,host_id,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,nightly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,number_of_stays,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,date_host_since,date_first_review,date_last_review
1472,35583618,267735754,within an hour,100.0,False,Bay Terraces,1,True,True,Bay Terraces,Townhouse,Private room,2,1.0,1,1,50.0,,10.0,1,7,1125,3,6,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2019-06-11,2019-07-01,2019-07-24
1475,12584630,29990718,within an hour,100.0,True,Cortez,15,True,True,Cortez,Apartment,Entire home/apt,2,1.0,0,1,116.0,0.0,45.0,2,3,90,118,236,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-03-25,2017-02-21,2019-08-10
1476,2593335,11131047,within an hour,100.0,True,La Jolla,2,True,False,La Jolla,House,Private room,2,1.0,1,1,115.0,0.0,40.0,2,3,1125,95,190,99,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-01-08,2014-07-28,2019-08-13
1477,2607752,1230464,within an hour,100.0,True,Mission Hill,2,True,True,Mission Hill,Guest suite,Entire home/apt,2,1.0,1,1,115.0,100.0,50.0,1,3,28,204,408,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2011-09-30,2014-07-24,2019-08-11
1478,7070503,37071683,within an hour,100.0,True,Ocean Beach,1,True,True,Ocean Beach,Apartment,Entire home/apt,2,1.0,1,1,115.0,200.0,48.0,1,3,6,170,340,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-06-29,2015-07-08,2019-08-12
1480,12567597,68136032,within an hour,100.0,True,Park West,2,True,True,Park West,Guest suite,Entire home/apt,2,1.0,1,1,115.0,100.0,60.0,2,3,1125,30,60,96,10,10,10,10,9,10,False,True,False,moderate,False,False,2016-04-20,2016-04-28,2019-07-22
1481,14990032,62971427,within an hour,100.0,True,University Heights,4,True,False,Ocean Beach,Cottage,Entire home/apt,2,1.0,1,1,115.0,100.0,65.0,1,3,1125,146,292,97,10,10,10,10,10,10,False,False,False,moderate,False,False,2016-03-14,2016-09-19,2019-08-07
1482,17095818,45247495,within an hour,100.0,True,Riverdale,4,True,True,Corridor,Guest suite,Private room,2,1.0,1,1,69.0,225.0,69.0,1,5,300,20,40,92,9,9,9,9,9,9,False,True,False,moderate,False,False,2015-09-28,2017-03-23,2019-07-29
1483,34681126,5112139,within an hour,100.0,False,La Jolla,2,True,True,La Jolla,Apartment,Entire home/apt,2,1.0,0,2,115.0,105.0,45.0,1,3,14,2,4,100,9,8,9,8,10,10,False,True,False,flexible,False,False,2013-02-16,2019-07-07,2019-08-05
1484,36692231,132080565,within an hour,100.0,False,South Park,1,True,False,South Park,Tiny house,Entire home/apt,2,1.0,0,1,115.0,,,1,3,4,3,6,100,10,9,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-05-26,2019-07-21,2019-08-04
1485,3668489,13549409,within a day,100.0,False,La Jolla,1,True,True,La Jolla,House,Private room,2,1.0,1,1,85.0,,30.0,1,4,14,73,146,99,10,10,10,10,10,10,False,False,False,moderate,False,False,2014-03-26,2015-02-17,2019-07-26
1486,8783597,46039964,within a day,100.0,False,La Jolla,1,True,True,La Jolla,Apartment,Entire home/apt,2,1.0,1,1,170.0,225.0,110.0,2,2,1125,2,4,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-10-08,2015-11-29,2019-08-15
1487,18773790,766039,within an hour,100.0,True,Birdland,8,True,True,Birdland,Guest suite,Private room,2,1.0,1,1,85.0,400.0,60.0,2,4,365,13,26,97,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2011-07-01,2017-07-31,2019-04-20
1488,21964474,104931344,,,False,North Park,1,True,False,North Park,Condominium,Entire home/apt,2,1.0,1,1,85.0,0.0,100.0,1,4,10,3,6,73,9,7,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2016-11-23,2018-12-28,2019-04-28
1489,24350947,183742400,within an hour,100.0,True,Grantville,1,True,False,Grantville,Condominium,Entire home/apt,2,1.0,1,1,85.0,100.0,25.0,1,4,1125,44,88,99,10,10,10,10,10,10,False,True,False,moderate,False,False,2018-04-11,2018-04-15,2019-08-02
1490,27876433,210586454,within a day,67.0,False,Marina,1,True,False,Marina,Condominium,Entire home/apt,2,1.0,1,1,170.0,200.0,100.0,1,2,5,11,22,98,10,10,9,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2018-08-19,2018-09-03,2019-07-20
1491,8798076,46103312,within an hour,100.0,True,Roseville/Fleet Ridge,2,True,True,Roseville/Fleet Ridge,House,Private room,2,1.0,1,1,169.0,,,1,2,10,71,142,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2015-10-08,2016-02-20,2019-07-24
1492,18511812,50072758,within an hour,100.0,True,Mission Beach,3,True,True,Mission Beach,Bungalow,Entire home/apt,2,1.0,1,2,169.0,0.0,100.0,2,2,28,105,210,97,10,10,10,10,10,10,False,False,False,moderate,False,False,2015-11-28,2017-05-07,2019-07-28
1493,26925000,202599479,within an hour,90.0,True,Mission Beach,1,True,False,Mission Beach,Cottage,Entire home/apt,2,1.0,1,1,169.0,100.0,65.0,1,2,30,33,66,99,10,10,10,10,10,10,False,False,False,moderate,False,False,2018-07-15,2018-08-07,2019-08-13
1494,36270985,29343877,within a day,80.0,False,University Heights,1,True,False,University Heights,Apartment,Entire home/apt,2,1.0,0,1,169.0,0.0,30.0,1,2,1125,2,4,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2015-03-14,2019-07-19,2019-07-28
1495,2554063,12062009,,,False,University City,1,True,True,University City,Apartment,Entire home/apt,2,1.0,1,1,112.0,100.0,,2,3,9,1,2,80,10,8,10,10,10,6,False,False,False,moderate,False,False,2014-02-08,2015-10-16,2015-10-16
1496,12114843,64983958,within an hour,100.0,True,Mission Beach,1,True,False,Mission Beach,Condominium,Entire home/apt,2,1.0,1,2,112.0,,45.0,2,3,1125,203,406,98,10,10,9,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2016-03-29,2016-04-03,2019-08-06
1497,18212523,12243051,within an hour,99.0,False,Gay Village,1136,True,True,Gaslamp,Apartment,Entire home/apt,2,1.0,1,1,168.0,400.0,103.0,2,2,1124,20,40,90,10,9,10,10,9,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-04-16,2019-07-31
1498,20046663,12243051,within an hour,99.0,False,Gay Village,1136,True,True,East Village,Apartment,Entire home/apt,2,1.0,1,1,168.0,400.0,98.0,2,2,1124,42,84,95,10,10,9,9,9,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-08-06,2019-07-26
1499,20591843,32536485,within a few hours,100.0,True,El Cerrito,1,True,False,El Cerrito,House,Private room,2,1.0,1,1,56.0,0.0,15.0,1,6,120,8,16,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2015-05-03,2018-12-31,2019-07-29
1500,21320495,12243051,within an hour,99.0,False,Gay Village,1136,True,True,East Village,Apartment,Entire home/apt,2,1.0,1,1,168.0,400.0,98.0,2,2,1124,22,44,93,10,10,9,9,9,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-10-23,2019-08-03
1501,21606304,30906894,within an hour,100.0,True,Sherman Heights,2,True,False,Sherman Heights,Apartment,Entire home/apt,2,1.0,1,2,84.0,500.0,45.0,2,4,1125,85,170,99,10,10,10,10,9,10,False,False,False,moderate,False,False,2015-04-09,2017-12-16,2019-07-28
1502,22208818,12243051,within an hour,99.0,False,Gay Village,1136,True,True,Gaslamp,Apartment,Entire home/apt,2,1.0,1,1,168.0,400.0,103.0,2,2,1125,22,44,94,10,10,9,9,9,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-12-17,2019-07-12
1503,5913874,29990718,within an hour,100.0,True,Cortez,15,True,True,Cortez,Apartment,Entire home/apt,2,1.0,0,0,111.0,0.0,45.0,2,3,1125,195,390,96,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-03-25,2015-04-15,2019-08-06
1504,12875831,18818626,,,False,,1,True,True,Hillcrest,Apartment,Entire home/apt,2,1.0,0,1,111.0,100.0,20.0,2,3,5,7,14,89,9,8,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2014-07-24,2016-07-05,2018-07-22
1505,23060416,29990718,within an hour,100.0,True,Cortez,15,True,True,Cortez,Apartment,Entire home/apt,2,1.0,1,1,111.0,0.0,45.0,2,3,1125,48,96,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-03-25,2018-10-04,2019-08-14
1506,26253057,2045273,within an hour,100.0,False,North Park,2,True,False,North Park,House,Private room,2,1.0,1,1,166.0,0.0,25.0,1,2,1124,3,6,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2012-03-31,2018-07-08,2018-07-20
1507,343495,1012168,within an hour,100.0,True,Ocean Beach,1,True,False,Ocean Beach,House,Entire home/apt,2,1.0,1,1,110.0,250.0,49.0,1,3,29,321,642,98,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,True,2011-08-23,2013-05-04,2019-08-17
1508,443994,2205580,within an hour,100.0,True,Clairemont Mesa West,1,True,True,Clairemont Mesa West,Guesthouse,Entire home/apt,2,1.0,1,1,110.0,0.0,40.0,1,3,90,152,304,97,10,9,10,10,10,10,False,False,False,moderate,True,True,2012-04-23,2012-06-25,2019-08-05
1509,678569,3292394,within an hour,100.0,True,,4,True,True,La Jolla,House,Private room,2,1.0,1,1,165.0,300.0,40.0,1,2,1125,98,196,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,True,True,2012-08-17,2013-01-26,2019-07-28
1510,1640774,8711501,within a few hours,100.0,True,Normal Heights,1,True,True,Normal Heights,Guesthouse,Entire home/apt,2,1.0,0,1,110.0,150.0,,1,3,10,67,134,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2013-09-08,2013-11-25,2019-08-12
1511,2172313,11082590,within an hour,90.0,True,North Park,1,True,True,North Park,Guesthouse,Entire home/apt,2,1.0,1,1,110.0,0.0,40.0,1,3,21,194,388,99,10,10,10,10,10,10,False,False,False,moderate,False,False,2014-01-07,2014-03-17,2019-08-10
1513,14056911,6262768,,,False,Pacific Beach,1,True,True,Pacific Beach,Apartment,Entire home/apt,2,1.0,1,1,110.0,1000.0,35.0,1,3,60,7,14,91,9,9,10,10,9,9,False,False,False,strict_14_with_grace_period,False,False,2013-05-06,2016-07-27,2016-12-25
1514,14882698,80261977,within an hour,100.0,True,Carmel Valley,1,True,False,Carmel Valley,Farm stay,Entire home/apt,2,1.0,1,1,110.0,0.0,95.0,2,3,8,58,116,96,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2016-06-27,2017-06-12,2019-08-16
1515,18210056,12243051,within an hour,99.0,False,Gay Village,1136,True,True,Gaslamp,Apartment,Entire home/apt,2,1.0,1,1,165.0,400.0,103.0,2,2,1124,37,74,92,9,10,9,9,10,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-04-16,2019-07-26
1516,18523548,89028785,,,False,Bay Park,1,True,True,Bay Park,Apartment,Entire home/apt,2,1.0,2,2,55.0,,,1,6,26,4,8,100,10,9,10,10,8,9,False,True,False,moderate,False,False,2016-08-09,2017-05-04,2017-07-14
1517,27169539,8168455,within an hour,100.0,True,,1,True,False,Point Loma Heights,Guest suite,Entire home/apt,2,1.0,1,1,110.0,200.0,60.0,1,3,1125,58,116,99,10,10,10,10,10,10,False,True,False,flexible,False,False,2013-08-15,2018-09-03,2019-08-16
1519,21289282,12243051,within an hour,99.0,False,Gay Village,1136,True,True,East Village,Apartment,Entire home/apt,2,1.0,1,1,164.0,400.0,98.0,2,2,1124,43,86,97,10,10,10,10,9,10,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-10-25,2019-08-02
1520,24845881,65621102,within an hour,100.0,False,,1,True,True,,Guest suite,Entire home/apt,2,1.0,1,2,82.0,400.0,80.0,2,4,1125,16,32,89,9,9,10,10,9,9,False,False,False,strict_14_with_grace_period,False,False,2016-04-03,2018-08-02,2019-08-12
1521,34693493,165038125,within an hour,100.0,False,East Village,1,True,True,East Village,Apartment,Entire home/apt,2,1.0,1,1,82.0,150.0,80.0,1,4,60,1,2,100,10,10,10,10,10,8,False,True,False,strict_14_with_grace_period,False,False,2017-12-30,2019-07-24,2019-07-24
1522,2546692,9192036,within a few hours,100.0,True,North Park,7,True,False,North Park,Condominium,Entire home/apt,2,1.0,0,1,109.0,500.0,100.0,2,3,1125,23,46,94,10,10,10,9,10,9,False,False,False,strict_14_with_grace_period,False,True,2013-10-02,2014-04-14,2019-07-28
1523,32382235,11743754,within an hour,100.0,True,Mission Beach,1,True,False,Mission Beach,Apartment,Entire home/apt,2,1.0,0,1,109.0,200.0,99.0,1,3,1125,9,18,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2014-01-29,2019-03-06,2019-06-22
1524,30344154,224859198,within an hour,99.0,False,Mission Valley East,56,True,False,Gaslamp,Apartment,Entire home/apt,2,1.0,1,1,163.0,400.0,102.0,2,2,1125,18,36,98,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2018-11-08,2018-12-11,2019-07-30
1525,22389674,163740694,,,False,North Park,1,True,True,North Park,Apartment,Entire home/apt,2,1.0,1,1,65.0,0.0,47.0,1,5,1125,14,28,91,10,9,10,10,10,9,False,False,False,moderate,False,False,2017-12-22,2018-01-01,2018-07-29
1526,17030846,62008686,within an hour,100.0,True,Hillcrest,15,True,True,Hillcrest,Apartment,Entire home/apt,2,1.0,0,1,108.0,250.0,72.0,2,3,1125,172,344,99,10,10,10,10,10,10,False,False,False,moderate,False,False,2016-03-07,2017-02-16,2019-08-06
1527,21354511,12243051,within an hour,99.0,False,Gay Village,1136,True,True,East Village,Apartment,Entire home/apt,2,1.0,1,1,161.0,400.0,97.0,2,2,1124,42,84,97,10,10,10,10,9,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-12-30,2019-07-31
1528,7763124,8336938,within an hour,100.0,True,La Jolla,63,True,True,Bay Park,Condominium,Entire home/apt,2,1.0,0,1,160.0,0.0,70.0,1,2,1125,28,56,94,9,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-08-23,2016-02-23,2019-07-27
1529,15513077,8336938,within an hour,100.0,True,La Jolla,63,True,True,Bay Ho,Condominium,Entire home/apt,2,1.0,0,1,160.0,0.0,70.0,1,2,1124,12,24,95,9,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-08-23,2016-11-13,2019-07-11
1530,30941149,15489385,within an hour,100.0,True,Pacific Beach,7,True,True,Pacific Beach,Apartment,Entire home/apt,2,1.0,1,1,80.0,150.0,60.0,1,4,1125,43,86,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2014-05-13,2019-01-02,2019-08-07
1532,1629171,8658942,within a few hours,100.0,True,Pacific Beach,2,True,False,Pacific Beach,Guest suite,Entire home/apt,2,1.0,0,1,159.0,0.0,60.0,1,2,7,177,354,99,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-09-05,2014-03-14,2019-08-08
1533,11354753,9622129,within an hour,75.0,True,Pacific Beach,2,True,True,Pacific Beach,Guesthouse,Entire home/apt,2,1.0,1,1,159.0,100.0,75.0,2,2,1125,56,112,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-10-24,2016-03-24,2019-07-21
1534,23805915,178649897,within a day,100.0,False,Cortez,1,True,False,Cortez,Apartment,Entire home/apt,2,1.0,1,1,106.0,300.0,100.0,1,3,14,4,8,95,10,10,9,10,10,10,False,False,False,moderate,False,False,2018-03-15,2018-05-08,2019-07-14
1535,25104014,140824245,,,False,,1,True,False,Carmel Valley,Condominium,Entire home/apt,2,1.0,1,1,159.0,,,1,2,1125,6,12,80,8,8,10,10,10,9,False,True,False,moderate,False,False,2017-07-16,2018-05-19,2018-07-01
1536,19924995,12243051,within an hour,99.0,False,Gay Village,1136,True,True,East Village,Apartment,Entire home/apt,2,1.0,1,1,158.0,400.0,94.0,2,2,1124,21,42,90,10,10,9,9,8,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-07-21,2019-07-07
1537,29608588,221940784,,,False,Pacific Beach,2,True,False,Pacific Beach,House,Private room,2,1.0,1,1,79.0,,,1,4,1125,2,4,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2018-10-21,2018-11-05,2018-11-12
1538,30344010,224859198,within an hour,99.0,False,Mission Valley East,56,True,False,Gaslamp,Apartment,Entire home/apt,2,1.0,1,1,158.0,400.0,103.0,2,2,1125,13,26,92,10,10,9,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2018-11-08,2019-02-08,2019-07-21
1539,16613567,15538945,,,False,Sherman Heights,1,True,True,Sherman Heights,Apartment,Entire home/apt,2,1.0,1,1,105.0,,30.0,2,3,7,4,8,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-05-14,2017-01-29,2017-01-30
1540,19979291,12243051,within an hour,99.0,False,Gay Village,1136,True,True,East Village,Apartment,Entire home/apt,2,1.0,1,1,157.0,400.0,104.0,2,2,1124,36,72,97,10,10,9,10,9,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-07-28,2019-07-29
1541,22104425,12243051,within an hour,99.0,False,Gay Village,1136,True,True,Gaslamp,Apartment,Entire home/apt,2,1.0,1,1,157.0,400.0,103.0,2,2,1125,41,82,95,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2018-01-29,2019-08-01
1542,24775602,12243051,within an hour,99.0,False,Gay Village,1136,True,True,Little Italy,Apartment,Entire home/apt,2,1.0,0,1,157.0,400.0,100.0,2,2,1111,15,30,95,10,10,9,9,10,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2018-05-11,2019-07-28
1544,24732881,32371710,within an hour,100.0,False,Pacific Beach,5,True,False,East Village,Apartment,Private room,2,1.0,1,1,104.0,200.0,35.0,1,3,28,3,6,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-05-01,2018-05-29,2019-08-06
1545,657126,3292394,within an hour,100.0,True,,4,True,True,La Jolla,House,Private room,2,1.0,1,1,155.0,300.0,40.0,1,2,365,56,112,97,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,True,True,2012-08-17,2012-09-04,2019-08-04
1546,5447103,28234871,within an hour,100.0,True,,1,True,False,La Jolla,House,Private room,2,1.0,1,1,155.0,0.0,50.0,2,2,1125,183,366,99,10,10,10,10,10,10,False,True,False,moderate,False,False,2015-02-23,2015-04-10,2019-08-17
1547,20606727,12243051,within an hour,99.0,False,Gay Village,1136,True,True,Gaslamp,Apartment,Entire home/apt,2,1.0,1,1,155.0,400.0,102.0,2,2,1125,27,54,93,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-08-28,2019-06-30
1548,30953640,224859198,within an hour,99.0,False,Mission Valley East,56,True,False,Mission Valley East,Apartment,Entire home/apt,2,1.0,1,1,155.0,400.0,106.0,2,2,1125,4,8,95,10,9,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2018-11-08,2019-05-12,2019-07-16
1549,34260680,193354287,within an hour,95.0,False,Mission Beach,5,True,True,East Village,Apartment,Private room,2,1.0,1,1,155.0,,30.0,6,2,30,2,4,80,9,8,9,9,7,8,False,False,False,moderate,False,False,2018-06-04,2019-07-21,2019-07-30
1550,19923595,12243051,within an hour,99.0,False,Gay Village,1136,True,True,East Village,Apartment,Entire home/apt,2,1.0,1,1,152.0,400.0,97.0,2,2,1124,53,106,94,10,10,9,10,9,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-08-06,2019-07-31
1551,18957492,12243051,within an hour,99.0,False,Gay Village,1136,True,True,Gaslamp,Apartment,Entire home/apt,2,1.0,0,1,151.0,400.0,96.0,2,2,1125,34,68,90,9,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2014-02-14,2017-05-30,2019-07-18
1552,925170,2409798,within an hour,97.0,False,La Jolla,11,True,True,La Jolla,Guesthouse,Entire home/apt,2,1.0,1,1,150.0,200.0,70.0,2,2,30,254,508,95,10,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2012-05-18,2013-07-05,2019-07-22
1553,1141645,6211113,within an hour,100.0,True,Point Loma Heights,2,True,True,Point Loma Heights,House,Private room,2,1.0,1,2,75.0,0.0,30.0,1,4,14,24,48,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-05-03,2013-07-22,2019-06-20
1554,1811134,874515,within an hour,100.0,False,Mission Beach,25,True,True,Mission Beach,Apartment,Entire home/apt,2,1.0,0,1,100.0,300.0,84.0,1,3,1125,19,38,85,9,8,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2011-07-26,2014-01-11,2019-07-24
1555,1970541,10175136,within a few hours,100.0,True,Bay Park,2,True,False,Bay Park,Guest suite,Entire home/apt,2,1.0,1,1,100.0,200.0,100.0,2,3,1125,26,52,97,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-11-21,2014-01-19,2019-08-14
1556,2582718,874515,within an hour,100.0,False,Mission Beach,25,True,True,Mission Beach,Apartment,Entire home/apt,2,1.0,0,1,100.0,300.0,84.0,1,3,1125,8,16,80,9,9,8,9,9,8,False,False,False,strict_14_with_grace_period,False,False,2011-07-26,2014-07-28,2018-08-20
1557,3703710,18881065,,,False,Gaslamp,1,True,True,Gaslamp,Apartment,Entire home/apt,2,1.0,0,1,300.0,200.0,40.0,1,1,1125,16,32,96,9,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2014-07-25,2014-07-28,2015-07-07
1558,3732615,4835722,within an hour,100.0,False,Pacific Beach,5,True,True,Pacific Beach,Bungalow,Private room,2,1.0,1,1,150.0,0.0,60.0,2,2,30,3,6,100,9,9,10,10,10,9,False,True,False,flexible,False,False,2013-01-24,2018-07-22,2019-07-15
